Fuel,Sector,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Economy
7.07 Gas/diesel oil,15. Transport sector,121.124124,77.707008,154.33607577312,195.28190460288,213.3466503696,230.44941352224,257.2977776371201,296.07739634016,330.24168434016,361.7521440393617,451.61979265447,516.0932645673279,562.5777326342437,613.5053655301876,660.1170414862573,711.1873340402649,740.547510192083,731.8811560589402,689.0730621224823,786.7268812248599,800.997711255642,802.1107402736122,836.5755704370757,864.0044277127228,863.8685755815274,853.829252946719,866.1897826316077,866.5759516744392,814.1973513512526,793.0345733636622,809.1721242148144,805.311825773992,827.3263781320097,853.4937485874315,871.0316979458164,934.6948341606884,963.6449749466609,998.1091934221758,975.5754197661521,1029.78004009083,0.0,23_bONEA
7.08 Fuel oil,15. Transport sector,25.53948,23.404212,22.92977722176,23.05440318528,27.65083132368,28.76414331168,33.09481348272003,52.64044213248,52.26363013248,53.60772188592,55.66583218608,65.63351693016,80.07598066392,99.22046279472002,50.72162834304,49.7754584352,23.31363141936,33.07501075608,25.90449862176,29.7328155948,29.79834990048001,32.279139432,35.39803412736001,36.57513117600001,34.42883598216,34.54088396112,30.841706322,28.54719170928,28.68974889984,28.21435450704,25.40567992032,11.0540647224,7.123739716800001,5.973341054400001,5.436273422880001,4.926129427440001,11.11426504488,9.23702952888,5.5347995115936,7.258746130790401,0.0,23_bONEA
7.09 LPG,15. Transport sector,6.991956,7.53624,13.648968,21.687624,25.33014,27.884088,30.77298,34.834176,40.779432,42.161076,46.41210151200001,48.2247012096,52.7562004536,57.6216011844,63.0594002772,66.9708528109734,70.91008977614675,76.20788212063258,80.01722892410307,99.20918189073465,132.28389040585,155.6634066395966,169.3360051755933,178.0403054248635,184.7334045569878,192.200221696018,199.4378094735128,211.5686654344603,213.4199633451033,218.0912544972821,217.1120792060489,207.5326617856924,200.8775071525159,196.592634408437,185.6039114013031,183.0755843798827,173.9388741630425,162.1721357642354,153.3291122845542,158.4289999725148,0.0,23_bONEA
7.1 Refinery gas (not liquefied),15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.11 Ethane,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.12 White spirit SBP,15. Transport sector,0.0,0.0,0.0,0.167472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.13 Lubricants,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.14 Bitumen,15. Transport sector,0.0,0.0,0.0,0.0,0.041868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.15 Paraffin  waxes,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.16 Petroleum coke,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
7.17 Other products,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
8.1 Natural gas,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.031201332,5.4477008748,9.557099503200002,13.5593997876,18.9414013968,24.0956997012,29.9258982504,37.4832020412,42.8426996004,44.96940140760001,48.1077010836,50.4179982576,50.7509995824,48.73680127800001,50.2838992404,49.6446000012,50.8809913488,49.82870615760001,0.0,23_bONEA
8.2 LNG,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
8.3 Gas works gas,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
9 Nuclear,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
10 Hydro,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
11 Geothermal,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
12.1 of which: Photovoltaics,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
"13 Tide, wave, ocean",15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
14 Wind,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
15.1 Fuelwood & woodwaste,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
15.2 Bagasse,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
15.3 Charcoal,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
15.4 Black liqour,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
15.5 Other biomass,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.1 Biogas,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.2 Industrial waste,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.3 Municipal solid waste (renewable),15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.4 Municipal solid waste (non-renewable),15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.5 Biogasoline,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000576396756,0.001640513844,0.002083895964,0.003369704112,0.003591395172,0.004478159412,0.004322975670000001,0.004234299246,0.003502718748,0.003037167522,0.002904152886,0.002904152886,0.002372094342,0.0,23_bONEA
16.6 Biodiesel,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382087368,0.07642166040000001,0.1910520576,0.4585215888,1.69576369416,3.35071613664,7.446511568812321,11.20116769254144,15.62642163930874,16.05732360954653,17.34178918849986,18.68600663864797,17.52420467018972,17.78908459887216,20.90135841948776,22.38356099560496,27.06350125485345,27.11522641651121,0.0,23_bONEA
16.7 Bio jet kerosene,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.8 Other liquid biofuels,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
16.9 Other sources,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
17 Electricity,15. Transport sector,1.423512,1.67472,2.512882800137459,2.704399135341402,3.039449511741419,3.452639835740519,4.029574590139008,3.892260679330221,4.171643434934841,4.305376681336175,7.131289980289548,7.691662792150042,8.22084451693829,8.44424474239906,9.03400751321478,9.561465777226095,10.01778699190712,10.68433700886273,10.81163452378815,11.71132980542829,12.95492597760393,13.72881675871904,13.94074322806622,14.36167243554167,15.7441460699208,16.55543008920758,13.70147504990617,14.48771726252478,14.61780326988663,14.48347945069176,14.72586752272148,15.17195530916216,15.39098581439572,15.3310308024343,14.98688322247528,15.871458183694,17.67989676371192,18.71043076577744,19.17841926379361,19.72441295779824,0.0,23_bONEA
18 Heat,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23_bONEA
19 Total,15. Transport sector,200.12904,154.618524,303.6302929545471,366.2296043240855,404.2873648905373,432.681516319915,491.1053584123567,602.5025333229702,656.9358964593748,744.4534077597539,951.0227988643144,1066.449900996764,1186.085873605851,1322.60985974212,1401.108537039627,1525.538345356968,1591.057484584068,1628.277301178932,1530.306456810156,1684.725408504151,1728.281919401154,1760.89484222992,1829.523091455807,1854.726804174769,1865.457018628322,1841.205187632365,1844.784580977596,1869.133613821052,1779.395931796591,1794.166510483569,1839.471126943094,1827.584383709753,1852.327594816356,1896.403596190059,1919.627869131928,2013.846787346127,2071.470350500008,2094.613355078513,2059.053913040981,2126.691265155443,0.0,23_bONEA
20 Total Renewables,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382087368,0.07642166040000001,0.1910520576,0.4585215888,1.69576369416,3.351292533396,7.448152082656321,11.20325158850544,15.62979134342074,16.06091500471853,17.34626734791186,18.69032961431797,17.52843896943572,17.79258731762016,20.90439558700976,22.38646514849096,27.06640540773945,27.11759851085321,0.0,23_bONEA
21 Modern renewables,15. Transport sector,0.0758411291388061,0.1128364831994429,0.1718108262825816,0.193350168342455,0.1713171956037311,0.2720689188410272,0.3022980959860067,0.3104522980241051,0.2094353898955511,0.238103241713867,0.2880614944758322,0.1624290085084048,0.1757798066605102,0.1852767807434315,0.1359757153418492,0.153060660689032,0.1443854481940988,0.1624349982458403,0.2052962655957788,0.1930162285218848,0.185839779268755,0.1933045489478944,0.1816638275354272,0.2602196187870835,0.3728481820517704,0.6402288147444479,1.869360507480602,3.569548354011044,7.679610921532506,11.43208349009748,15.88011587248726,16.33460462389263,17.6488018679768,19.023841051912,17.82818492446065,18.14785019499654,21.42569155057454,22.97439065220892,27.72991908561556,27.94625022594375,0.0,23_bONEA
1.1 Coking coal,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
1.2 Other bituminous coal,15. Transport sector,2.177136,1.758456,0.586152,0.041868,0.0,0.041868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
1.3 Sub-bituminous coal,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
1.4 Anthracite,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
1.5 Lignite,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.1 Coke oven coke,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.2 Gas coke,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.3 Coke oven gas,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.4 Blast furnace gas,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.5 Other recovered gases,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.6 Patent fuel,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.7 Coal tar,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
2.8 BKB/PB,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
3 Peat,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
4 Peat products,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
5 Oil shale and oil sands,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
6.1 Crude oil,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
6.2 Natural gas liquids,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
6.3 Refinery feedstocks,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
6.4 Additives/  oxygenates,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
6.5 Other hydrocarbons,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
7.01 Motor gasoline,15. Transport sector,1982.000471937365,2034.708086653618,1945.359431703591,1815.824205422302,1817.038888806427,1804.313550959237,1827.925136335541,1880.005334997694,1944.147243015871,2049.199159738277,2055.950422049117,2081.524816645171,2108.225817784606,2154.493419146143,2245.821617628951,2183.572815460128,2215.431823018745,2274.860422573618,2328.997416964467,2361.279816439913,2395.538417527633,2434.228217304315,2487.083219480419,2568.045019833886,2660.182417648685,2670.596819650656,2757.693217695307,2887.393218061291,2939.194300952477,2974.12509035118,3029.250575000679,2991.702427276414,3003.968866069686,3024.633280382275,2992.483721451572,3065.479202254247,3182.058781375398,3144.159531441499,3174.575521276021,3153.712737860078,0.0,24_OAM
7.02 Aviation gasoline,15. Transport sector,7.578108,7.075692,5.694048,5.694048,5.359104,5.568444,5.275368,5.610312,5.275368,5.149764,5.4655994448,4.1663977236,3.8528022168,3.807999270000001,3.7183975632,4.2112006704,3.942399736800001,3.76320051,3.9871984968,4.569603310800001,4.435198657200001,4.3007981904,4.2559994304,3.9423997368,3.673598803200001,1.9711956816,1.9264011084,2.3296025088,2.284799562,2.1951978552,2.1503990952,1.6128014148,2.5983992556,3.2255986428,2.5536004956,2.9567977092,3.001600656,3.052721484,2.588007618,2.8768800708,0.0,24_OAM
7.03 Naphtha,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24_OAM
7.04 Gasoline type jet fuel,15. Transport sector,59.6619,59.87124,49.990392,43.249644,39.816468,35.79714,28.88892,26.041896,25.665084,24.241572,24.908801382,20.6976007116,21.8175990192,21.5936010324,20.1152000844,18.6816020832,16.2624020544,15.6800014272,15.0079990932,12.2751993708,11.33440029,11.6927987436,9.811200582000001,1.567998468,0.8960003208,0.806398614,0.806398614,2.1503990952,15.859200654,2.329598322,0.4927989204000001,0.4480001604,0.1344004668,0.04479876000000001,0.04479876000000001,0.04479876000000001,0.04479876000000001,0.0,0.0,0.1344004668,0.0,24_OAM
